drug_concept_id,outcome_concept_id,lrt_p,adj_p,group,sig_group,drug_concept,outcome_concept,SOC,Level_4_Des,Level_3_Des,Level_2_Des,Level_1_Des
1797513,36009738,1.14E-20,5.22E-13,adult_children_senior_youth,senior,ciprofloxacin,drug hypersensitivity,Immune system disorders,$Combinations of antibacterials$Antiinfectives$Fluoroquinolones$Antiinfectives$Combinations of antibacterials$Combinations of antibacterials$Fluoroquinolones,$COMBINATIONS OF ANTIBACTERIALS$ANTIINFECTIVES$QUINOLONE ANTIBACTERIALS$ANTIINFECTIVES$COMBINATIONS OF ANTIBACTERIALS$COMBINATIONS OF ANTIBACTERIALS$ANTIINFECTIVES,$ANTIBACTERIALS FOR SYSTEMIC USE$OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS$ANTIBACTERIALS FOR SYSTEMIC USE$OTOLOGICALS$ANTIBACTERIALS FOR SYSTEMIC USE$ANTIBACTERIALS FOR SYSTEMIC USE$OPHTHALMOLOGICALS,$ANTIINFECTIVES FOR SYSTEMIC USE$SENSORY ORGANS$ANTIINFECTIVES FOR SYSTEMIC USE$SENSORY ORGANS$ANTIINFECTIVES FOR SYSTEMIC USE$ANTIINFECTIVES FOR SYSTEMIC USE$SENSORY ORGANS
1549080,37119780,1.21E-20,5.54E-13,adult_children_senior,children,conjugated estrogens,vulvovaginal burning sensation,Reproductive system and breast disorders,"$Natural and semisynthetic estrogens, plain$Estrogens, combinations with other drugs",$ESTROGENS$ESTROGENS,$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM$SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
1724869,35104883,1.33E-20,6.11E-13,adult_children_youth,children,didanosine,neutropenia,Blood and lymphatic system disorders,Nucleoside and nucleotide reverse transcriptase inhibitors,DIRECT ACTING ANTIVIRALS,ANTIVIRALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
1305058,35205232,1.36E-20,6.24E-13,adult_children_senior_youth,children_youth,methotrexate,fluid overload,$Cardiac disorders$Metabolism and nutrition disorders,$Other immunosuppressants$Folic acid analogues,$IMMUNOSUPPRESSANTS$ANTIMETABOLITES,$IMMUNOSUPPRESSANTS$ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
703244,36416534,1.38E-20,6.36E-13,adult_children_senior_youth,children,paliperidone,obesity,Metabolism and nutrition disorders,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
19007737,42889647,1.39E-20,6.40E-13,adult_children_senior_youth,youth,mianserin,toxicity to various agents,"Injury, poisoning and procedural complications",Other antidepressants,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
1308290,43562827,1.43E-20,6.58E-13,adult_children_senior_youth,senior,vincristine,pneumocystis jirovecii pneumonia,Infections and infestations,Vinca alkaloids and analogues,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19031397,36009756,1.49E-20,6.82E-13,adult_children_senior_youth,children,dipyrone,anaphylactic reaction,Immune system disorders,0,0,0,0
797617,36211297,1.50E-20,6.87E-13,adult_children_senior_youth,senior,citalopram,fall,"Injury, poisoning and procedural complications",Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
1154161,36919045,1.54E-20,7.05E-13,adult_children_senior_youth,children,montelukast,emotional disorder,Psychiatric disorders,$Leukotriene receptor antagonists$Leukotriene receptor antagonists,$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM
735979,36416518,1.60E-20,7.35E-13,adult_children_senior_youth,children,risperidone,increased appetite,General disorders and administration site conditions,Other antipsychotics,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
19087090,36918984,1.62E-20,7.42E-13,adult_children_senior_youth,senior,amantadine,hallucination,Psychiatric disorders,Adamantane derivatives,DOPAMINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
1114220,37219831,1.63E-20,7.49E-13,adult_children_senior_youth,senior,naloxone,interstitial lung disease,"$Immune system disorders$Respiratory, thoracic and mediastinal disorders",$Peripheral opioid receptor antagonists$Natural opium alkaloids$Antidotes$Natural opium alkaloids,$DRUGS FOR CONSTIPATION$OPIOIDS$ALL OTHER THERAPEUTIC PRODUCTS$OPIOIDS,$DRUGS FOR CONSTIPATION$ANALGESICS$ALL OTHER THERAPEUTIC PRODUCTS$ANALGESICS,$ALIMENTARY TRACT AND METABOLISM$NERVOUS SYSTEM$VARIOUS$NERVOUS SYSTEM
1119119,43053904,1.66E-20,7.60E-13,adult_youth,youth,adalimumab,exposure during pregnancy,"Injury, poisoning and procedural complications",Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
797617,36311918,1.71E-20,7.84E-13,adult_children_senior_youth,youth,citalopram,electrocardiogram qrs complex prolonged,Investigations,Selective serotonin reuptake inhibitors,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
1550557,42890501,1.82E-20,8.35E-13,adult_children_senior,senior,prednisolone,osteonecrosis of jaw,Vascular disorders,"$Corticosteroids, weak (group I)$Corticosteroids and antiinfectives in combination$Corticosteroids, weak, other combinations$Corticosteroids for local oral treatment$Corticosteroids$Corticosteroids and mydriatics in combination$Corticosteroids$Corticosteroids/antiinfectives/mydriatics in combination$Antidotes$Corticosteroids$Corticosteroids, weak, combinations with antiseptics$Corticosteroids, weak, combinations with antibiotics$Corticosteroids, plain$Corticosteroids$Corticosteroids acting locally$Glucocorticoids$Corticosteroids and antiinfectives in combination$Corticosteroids$Corticosteroids and antiinfectives in combination","$CORTICOSTEROIDS, PLAIN$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$CORTICOSTEROIDS, OTHER COMBINATIONS$STOMATOLOGICAL PREPARATIONS$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$ANTIINFLAMMATORY AGENTS$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$ALL OTHER THERAPEUTIC PRODUCTS$CORTICOSTEROIDS$CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS$CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS$ANTIINFLAMMATORY AGENTS$CORTICOSTEROIDS$INTESTINAL ANTIINFLAMMATORY AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN$CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION$AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE$CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION","$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$OPHTHALMOLOGICALS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$STOMATOLOGICAL PREPARATIONS$NASAL PREPARATIONS$OPHTHALMOLOGICALS$NASAL PREPARATIONS$OPHTHALMOLOGICALS$ALL OTHER THERAPEUTIC PRODUCTS$OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$OPHTHALMOLOGICALS$OTOLOGICALS$ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS$CORTICOSTEROIDS FOR SYSTEMIC USE$OTOLOGICALS$VASOPROTECTIVES$OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","$DERMATOLOGICALS$SENSORY ORGANS$DERMATOLOGICALS$ALIMENTARY TRACT AND METABOLISM$RESPIRATORY SYSTEM$SENSORY ORGANS$RESPIRATORY SYSTEM$SENSORY ORGANS$VARIOUS$SENSORY ORGANS$DERMATOLOGICALS$DERMATOLOGICALS$SENSORY ORGANS$SENSORY ORGANS$ALIMENTARY TRACT AND METABOLISM$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS$SENSORY ORGANS$CARDIOVASCULAR SYSTEM$SENSORY ORGANS"
1305058,36009700,1.85E-20,8.49E-13,adult_children_senior_youth,adult,methotrexate,asthma,"Respiratory, thoracic and mediastinal disorders",$Other immunosuppressants$Folic acid analogues,$IMMUNOSUPPRESSANTS$ANTIMETABOLITES,$IMMUNOSUPPRESSANTS$ANTINEOPLASTIC AGENTS,$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1378382,36516888,1.89E-20,8.67E-13,adult_children_senior_youth,youth,paclitaxel,rhabdomyolysis,Musculoskeletal and connective tissue disorders,Taxanes,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,ANTINEOPLASTIC AGENTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1125315,35104877,1.90E-20,8.73E-13,adult_children_senior_youth,children,acetaminophen,febrile neutropenia,General disorders and administration site conditions,$Anilides$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1154029,35204966,1.97E-20,9.06E-13,adult_children_senior_youth,children_youth,fentanyl,cardiac arrest,Cardiac disorders,$Opioid anesthetics$Phenylpiperidine derivatives$Opioid anesthetics,"$ANESTHETICS, GENERAL$OPIOIDS$ANESTHETICS, GENERAL",$ANESTHETICS$ANALGESICS$ANESTHETICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
950637,35909571,2.07E-20,9.49E-13,adult_children_senior_youth,children,tacrolimus,venoocclusive liver disease,Hepatobiliary disorders,"$Agents for dermatitis, excluding corticosteroids$Calcineurin inhibitors",$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$OTHER DERMATOLOGICAL PREPARATIONS$IMMUNOSUPPRESSANTS,$DERMATOLOGICALS$ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
718122,36416600,2.08E-20,9.57E-13,adult_children_senior_youth,senior,oxcarbazepine,hyponatraemia,Metabolism and nutrition disorders,Carboxamide derivatives,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
1717704,36718119,2.26E-20,1.04E-12,adult_children_senior_youth,children_senior,valacyclovir,encephalopathy,Nervous system disorders,0,0,0,0
1167322,35104877,2.37E-20,1.09E-12,adult_children_senior_youth,children_youth,allopurinol,febrile neutropenia,General disorders and administration site conditions,$Preparations inhibiting uric acid production$Preparations inhibiting uric acid production,$ANTIGOUT PREPARATIONS$ANTIGOUT PREPARATIONS,$ANTIGOUT PREPARATIONS$ANTIGOUT PREPARATIONS,$MUSCULO-SKELETAL SYSTEM$MUSCULO-SKELETAL SYSTEM
44817909,36919230,2.50E-20,1.15E-12,adult_senior_youth,youth,acetaminophen / codeine Effervescent Oral Tablet,completed suicide,General disorders and administration site conditions,0,0,0,0
996416,36919054,2.51E-20,1.15E-12,adult_senior_youth,youth,finasteride,apathy,Psychiatric disorders,$Other dermatologicals$Alpha-adrenoreceptor antagonists$Testosterone-5-alpha reductase inhibitors,$OTHER DERMATOLOGICAL PREPARATIONS$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,$OTHER DERMATOLOGICAL PREPARATIONS$UROLOGICALS$UROLOGICALS,$DERMATOLOGICALS$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
1125315,36416600,2.68E-20,1.23E-12,adult_children_senior_youth,senior,acetaminophen,hyponatraemia,Metabolism and nutrition disorders,$Anilides$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1114220,46276711,2.85E-20,1.31E-12,adult_senior_youth,adult_youth,naloxone,product preparation error,"Injury, poisoning and procedural complications",$Peripheral opioid receptor antagonists$Natural opium alkaloids$Antidotes$Natural opium alkaloids,$DRUGS FOR CONSTIPATION$OPIOIDS$ALL OTHER THERAPEUTIC PRODUCTS$OPIOIDS,$DRUGS FOR CONSTIPATION$ANALGESICS$ALL OTHER THERAPEUTIC PRODUCTS$ANALGESICS,$ALIMENTARY TRACT AND METABOLISM$NERVOUS SYSTEM$VARIOUS$NERVOUS SYSTEM
718583,35808800,2.89E-20,1.32E-12,adult_children_senior_youth,senior_youth,nicotine,application site erythema,General disorders and administration site conditions,Drugs used in nicotine dependence,DRUGS USED IN ADDICTIVE DISORDERS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
19044883,36416600,2.97E-20,1.36E-12,adult_senior,senior,zopiclone,hyponatraemia,Metabolism and nutrition disorders,Benzodiazepine related drugs,HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
1517824,37320158,2.99E-20,1.37E-12,adult_senior_youth,adult_youth,niacin,erythema,Skin and subcutaneous tissue disorders,$Nicotinic acid and derivatives$Nicotinic acid and derivatives$HMG CoA reductase inhibitors in combination with other lipid modifying agents$Nicotinic acid and derivatives,"$LIPID MODIFYING AGENTS, PLAIN$LIPID MODIFYING AGENTS, PLAIN$LIPID MODIFYING AGENTS, COMBINATIONS$PERIPHERAL VASODILATORS",$LIPID MODIFYING AGENTS$LIPID MODIFYING AGENTS$LIPID MODIFYING AGENTS$PERIPHERAL VASODILATORS,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM
1151789,37520652,3.03E-20,1.39E-12,adult_senior,senior,etanercept,knee arthroplasty,Surgical and medical procedures,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
996416,36718175,3.20E-20,1.47E-12,adult_children_senior_youth,youth,finasteride,memory impairment,$Nervous system disorders$Psychiatric disorders,$Other dermatologicals$Alpha-adrenoreceptor antagonists$Testosterone-5-alpha reductase inhibitors,$OTHER DERMATOLOGICAL PREPARATIONS$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY$DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,$OTHER DERMATOLOGICAL PREPARATIONS$UROLOGICALS$UROLOGICALS,$DERMATOLOGICALS$GENITO URINARY SYSTEM AND SEX HORMONES$GENITO URINARY SYSTEM AND SEX HORMONES
44507700,35809076,3.26E-20,1.50E-12,adult_children_senior_youth,youth,vortioxetine,fatigue,General disorders and administration site conditions,Other antidepressants,ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
956874,35205230,3.34E-20,1.53E-12,adult_children_senior_youth,children_youth,furosemide,ascites,Gastrointestinal disorders,"$High-ceiling diuretics and potassium-sparing agents$Sulfonamides, plain$Sulfonamides$Sulfonamides and potassium in combination","$DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION$HIGH-CEILING DIURETICS$ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS$HIGH-CEILING DIURETICS",$DIURETICS$DIURETICS$GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS$DIURETICS,$CARDIOVASCULAR SYSTEM$CARDIOVASCULAR SYSTEM$GENITO URINARY SYSTEM AND SEX HORMONES$CARDIOVASCULAR SYSTEM
1518254,35708642,3.61E-20,1.66E-12,adult_children_senior_youth,youth,dexamethasone,stomatitis,Gastrointestinal disorders,"$Corticosteroids$Corticosteroids, moderately potent, other combinations$Corticosteroids$Corticosteroids, combinations for treatment of acne$Corticosteroids/antiinfectives/mydriatics in combination$Corticosteroids and antiinfectives in combination$Corticosteroids and antiinfectives in combination$Corticosteroids$Corticosteroids and antiinfectives in combination$Corticosteroids, moderately potent, combinations with antibiotics$Glucocorticoids$Corticosteroids, plain$Corticosteroids for local oral treatment$Corticosteroids$Corticosteroids, moderately potent (group II)$Corticosteroids","$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$CORTICOSTEROIDS, OTHER COMBINATIONS$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION$CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION$AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS$CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN$ANTIINFLAMMATORY AGENTS$STOMATOLOGICAL PREPARATIONS$CORTICOSTEROIDS$CORTICOSTEROIDS, PLAIN$CORTICOSTEROIDS","$NASAL PREPARATIONS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$NASAL PREPARATIONS$ANTI-ACNE PREPARATIONS$OPHTHALMOLOGICALS$OTOLOGICALS$OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS$VASOPROTECTIVES$OPHTHALMOLOGICALS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$CORTICOSTEROIDS FOR SYSTEMIC USE$OPHTHALMOLOGICALS$STOMATOLOGICAL PREPARATIONS$OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$OTOLOGICALS","$RESPIRATORY SYSTEM$DERMATOLOGICALS$RESPIRATORY SYSTEM$DERMATOLOGICALS$SENSORY ORGANS$SENSORY ORGANS$SENSORY ORGANS$CARDIOVASCULAR SYSTEM$SENSORY ORGANS$DERMATOLOGICALS$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS$SENSORY ORGANS$ALIMENTARY TRACT AND METABOLISM$SENSORY ORGANS$DERMATOLOGICALS$SENSORY ORGANS"
1151789,36617300,3.62E-20,1.66E-12,adult_children_senior,senior,etanercept,neoplasm malignant,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
912263,35809361,3.62E-20,1.66E-12,adult_senior_youth,senior,certolizumab pegol,treatment failure,General disorders and administration site conditions,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
713196,35809059,3.65E-20,1.68E-12,adult_children_senior_youth,senior,interferon beta-1b,death,General disorders and administration site conditions,Interferons,IMMUNOSTIMULANTS,IMMUNOSTIMULANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
766814,36718500,3.68E-20,1.69E-12,adult_children_senior_youth,adult,quetiapine,neuropathy peripheral,Nervous system disorders,"Diazepines, oxazepines, thiazepines and oxepines",ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
1343916,35808987,3.79E-20,1.74E-12,adult_children_senior_youth,children,epinephrine,injection site injury,General disorders and administration site conditions,"$Other agents for local oral treatment$Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics$Local hemostatics$Adrenergic and dopaminergic agents$Sympathomimetics in glaucoma therapy$Sympathomimetics, plain$Alpha- and beta-adrenoreceptor agonists$Sympathomimetics in glaucoma therapy","$STOMATOLOGICAL PREPARATIONS$ADRENERGICS, INHALANTS$VITAMIN K AND OTHER HEMOSTATICS$CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES$ANTIGLAUCOMA PREPARATIONS AND MIOTICS$DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE$ADRENERGICS, INHALANTS$ANTIGLAUCOMA PREPARATIONS AND MIOTICS",$STOMATOLOGICAL PREPARATIONS$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$ANTIHEMORRHAGICS$CARDIAC THERAPY$OPHTHALMOLOGICALS$NASAL PREPARATIONS$DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES$OPHTHALMOLOGICALS,$ALIMENTARY TRACT AND METABOLISM$RESPIRATORY SYSTEM$BLOOD AND BLOOD FORMING ORGANS$CARDIOVASCULAR SYSTEM$SENSORY ORGANS$RESPIRATORY SYSTEM$RESPIRATORY SYSTEM$SENSORY ORGANS
1124957,36718371,3.90E-20,1.79E-12,adult_children_senior_youth,children,oxycodone,unresponsive to stimuli,Nervous system disorders,$Natural opium alkaloids$Natural opium alkaloids$Natural opium alkaloids$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1151789,35809146,3.91E-20,1.79E-12,adult_children_senior_youth,senior,etanercept,mobility decreased,Nervous system disorders,Tumor necrosis factor alpha (TNF-a) inhibitors,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1125315,36315381,3.93E-20,1.80E-12,adult_children_senior_youth,adult,acetaminophen,weight increased,Investigations,$Anilides$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics$Anilides$Opioids in combination with non-opioid analgesics$Opioids in combination with non-opioid analgesics,$OTHER ANALGESICS AND ANTIPYRETICS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS$OTHER ANALGESICS AND ANTIPYRETICS$OPIOIDS$OPIOIDS,$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS$ANALGESICS,$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM$NERVOUS SYSTEM
1186087,36516909,3.96E-20,1.82E-12,adult_senior,senior,abatacept,sciatica,$Musculoskeletal and connective tissue disorders$Nervous system disorders,Selective immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19014878,35809361,4.09E-20,1.88E-12,adult_children_senior_youth,senior,azathioprine,treatment failure,General disorders and administration site conditions,Other immunosuppressants,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19025274,35204928,4.16E-20,1.91E-12,adult_children_senior_youth,children_youth,oxygen,bradycardia,Cardiac disorders,Medical gases,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,VARIOUS
1506270,36110874,4.16E-20,1.91E-12,adult_children_senior_youth,children_youth,methylprednisolone,cytomegalovirus infection,Infections and infestations,"$Corticosteroids, combinations for treatment of acne$Glucocorticoids$Corticosteroids for systemic use, combinations$Corticosteroids, weak, combinations with antibiotics$Corticosteroids and antiinfectives in combination$Corticosteroids, weak (group I)","$ANTI-ACNE PREPARATIONS FOR TOPICAL USE$CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN$CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS$CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS$ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION$CORTICOSTEROIDS, PLAIN","$ANTI-ACNE PREPARATIONS$CORTICOSTEROIDS FOR SYSTEMIC USE$CORTICOSTEROIDS FOR SYSTEMIC USE$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS$OPHTHALMOLOGICALS$CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","$DERMATOLOGICALS$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS$SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS$DERMATOLOGICALS$SENSORY ORGANS$DERMATOLOGICALS"
