drug_concept_id,outcome_concept_id,drug_concept,outcome_concept,group,sig_group,lrt_p,adj_p
724816,36211297,oxazepam,fall,adult_senior,senior,7.45E-26,3.42E-18
937368,36617300,infliximab,neoplasm malignant,adult_children_senior_youth,senior,8.04E-26,3.69E-18
1119119,36110597,adalimumab,pneumonia,adult_children_senior_youth,senior,8.54E-26,3.92E-18
1119119,36211297,adalimumab,fall,adult_children_senior_youth,senior,1.59E-25,7.28E-18
1717704,36718315,valacyclovir,depressed level of consciousness,adult_children_senior_youth,senior,1.62E-25,7.42E-18
937368,36110708,infliximab,sinusitis,adult_children_senior_youth,senior,1.92E-25,8.79E-18
19041065,36516909,golimumab,sciatica,adult_senior,senior,2.09E-25,9.59E-18
1343916,35809170,epinephrine,unevaluable event,adult_children_senior_youth,senior,3.17E-25,1.46E-17
722031,36211297,paroxetine,fall,adult_children_senior_youth,senior,4.35E-25,2.00E-17
1707687,36918869,vancomycin,fear,adult_children_senior_youth,senior,6.81E-25,3.13E-17
1106776,35708690,tiotropium,dry mouth,adult_children_senior,senior,9.33E-25,4.28E-17
735979,36110597,risperidone,pneumonia,adult_children_senior_youth,senior,1.03E-24,4.71E-17
735979,35809104,risperidone,gait disturbance,adult_children_senior_youth,senior,1.05E-24,4.81E-17
19003999,36516909,mycophenolate mofetil,sciatica,adult_senior,senior,1.08E-24,4.97E-17
1310317,43562827,cyclophosphamide,pneumocystis jirovecii pneumonia,adult_children_senior_youth,senior,1.26E-24,5.78E-17
735979,35809310,risperidone,drug interaction,adult_children_senior_youth,senior,1.37E-24,6.28E-17
1763204,36718540,rifampicin,status epilepticus,adult_children_senior_youth,senior,1.47E-24,6.73E-17
1151789,36416551,etanercept,osteoporosis,adult_children_senior_youth,senior,1.50E-24,6.91E-17
785649,36009757,ketamine,anaphylactic shock,adult_senior_youth,senior,1.75E-24,8.02E-17
1124957,36009738,oxycodone,drug hypersensitivity,adult_children_senior_youth,senior,1.88E-24,8.61E-17
1303425,36718510,tranexamic acid,grand mal convulsion,adult_senior,senior,2.02E-24,9.29E-17
766814,36110736,quetiapine,urinary tract infection,adult_children_senior_youth,senior,3.99E-24,1.83E-16
19010482,43053920,cyclosporine,accidental exposure to product,adult_senior,senior,4.51E-24,2.07E-16
735979,36416501,risperidone,respiratory failure,adult_children_senior_youth,senior,6.49E-24,2.98E-16
956874,36718323,furosemide,sopor,adult_children_senior,senior,1.34E-23,6.14E-16
1151789,35406359,etanercept,deafness,adult_children_senior_youth,senior,1.52E-23,6.97E-16
1124957,35809076,oxycodone,fatigue,adult_children_senior_youth,senior,1.96E-23,9.01E-16
937368,35204998,infliximab,cardiovascular disorder,adult_children_senior_youth,senior,2.28E-23,1.05E-15
1103640,35809243,methadone,pain,adult_children_senior_youth,senior,2.28E-23,1.05E-15
735979,36416595,risperidone,hypokalaemia,adult_children_senior_youth,senior,2.59E-23,1.19E-15
1310317,35909577,cyclophosphamide,hepatitis b,adult_children_senior_youth,senior,2.63E-23,1.21E-15
1311078,35104691,cytarabine,thrombocytopenia,adult_children_senior_youth,senior,3.35E-23,1.54E-15
797617,36416600,citalopram,hyponatraemia,adult_children_senior_youth,senior,5.15E-23,2.37E-15
986417,35708124,polyethylene glycol 3350,frequent bowel movements,adult_children_senior_youth,senior,7.05E-23,3.24E-15
753626,36918861,propofol,stress,adult_children_senior_youth,senior,7.21E-23,3.31E-15
937368,36516828,infliximab,psoriatic arthropathy,adult_children_senior_youth,senior,7.71E-23,3.54E-15
1119119,35205243,adalimumab,cardiac failure congestive,adult_senior_youth,senior,8.35E-23,3.83E-15
1125315,35205038,acetaminophen,dyspnoea,adult_children_senior_youth,senior,1.02E-22,4.68E-15
1797155,36313550,peginterferon alfa-2b,blood bilirubin increased,adult_children_senior_youth,senior,1.24E-22,5.68E-15
753626,36918947,propofol,anhedonia,adult_children_senior_youth,senior,1.31E-22,5.99E-15
703547,36718323,trazodone,sopor,adult_senior_youth,senior,1.31E-22,6.00E-15
766814,36718301,quetiapine,confusional state,adult_children_senior_youth,senior,2.27E-22,1.04E-14
735979,36110642,risperidone,sepsis,adult_children_senior_youth,senior,2.35E-22,1.08E-14
19003999,43053848,mycophenolate mofetil,drug effect incomplete,adult_children_senior_youth,senior,2.47E-22,1.13E-14
735979,35104074,risperidone,anaemia,adult_children_senior_youth,senior,2.92E-22,1.34E-14
1119119,37219804,adalimumab,chronic obstructive pulmonary disease,adult_senior,senior,3.32E-22,1.52E-14
1704183,36416549,lamivudine,osteomalacia,adult_children_senior,senior,3.42E-22,1.57E-14
782043,36211303,isoflurane,injury,adult_children_senior_youth,senior,3.76E-22,1.73E-14
1717704,36718338,valacyclovir,nervous system disorder,adult_children_senior_youth,senior,4.01E-22,1.84E-14
1322184,35204953,clopidogrel,atrial fibrillation,adult_senior_youth,senior,4.82E-22,2.21E-14
1397599,36416606,cisplatin,dehydration,adult_children_senior_youth,senior,6.25E-22,2.87E-14
785788,36311923,olanzapine,electrocardiogram qt prolonged,adult_children_senior_youth,senior,6.56E-22,3.01E-14
715233,36211297,baclofen,fall,adult_children_senior_youth,senior,9.86E-22,4.52E-14
19010482,35606946,cyclosporine,dry eye,adult_children_senior_youth,senior,1.01E-21,4.65E-14
705944,35708093,methylphenidate,diarrhoea,adult_children_senior_youth,senior,1.16E-21,5.34E-14
1351541,36110597,leuprolide,pneumonia,adult_children_senior_youth,senior,1.89E-21,8.65E-14
1338512,36110978,doxorubicin,progressive multifocal leukoencephalopathy,adult_children_senior_youth,senior,2.01E-21,9.24E-14
1304643,36313965,darbepoetin alfa,investigation,adult_children_senior_youth,senior,2.16E-21,9.92E-14
40239330,35607430,telaprevir,retinopathy,adult_senior,senior,2.75E-21,1.26E-13
19012598,36211303,vecuronium,injury,adult_children_senior_youth,senior,2.83E-21,1.30E-13
1151789,36516824,etanercept,osteoarthritis,adult_children_senior_youth,senior,3.32E-21,1.52E-13
19014878,36009833,azathioprine,rheumatoid arthritis,adult_children_senior_youth,senior,3.77E-21,1.73E-13
1777087,35606985,hydroxychloroquine,glaucoma,adult_senior,senior,4.16E-21,1.91E-13
735979,37019321,risperidone,renal impairment,adult_children_senior_youth,senior,4.89E-21,2.24E-13
44785094,43053853,sofosbuvir,hepatocellular carcinoma,adult_children_senior,senior,5.96E-21,2.74E-13
739138,36110597,sertraline,pneumonia,adult_children_senior_youth,senior,6.31E-21,2.90E-13
1119119,36313985,adalimumab,blood cholesterol increased,adult_senior_youth,senior,6.63E-21,3.04E-13
735979,37019318,risperidone,renal failure,adult_children_senior_youth,senior,7.30E-21,3.35E-13
1103640,35708202,methadone,nausea,adult_children_senior_youth,senior,8.10E-21,3.72E-13
1151789,37622529,etanercept,hypertension,adult_children_senior_youth,senior,8.59E-21,3.94E-13
1521369,36617162,norethindrone,breast cancer,adult_senior,senior,8.95E-21,4.11E-13
836208,36211303,succinylcholine,injury,adult_children_senior_youth,senior,9.88E-21,4.54E-13
1308290,36110552,vincristine,infection,adult_children_senior_youth,senior,1.03E-20,4.72E-13
1119119,35205168,adalimumab,coronary artery occlusion,adult_senior_youth,senior,1.08E-20,4.98E-13
1797513,36009738,ciprofloxacin,drug hypersensitivity,adult_children_senior_youth,senior,1.14E-20,5.22E-13
1308290,43562827,vincristine,pneumocystis jirovecii pneumonia,adult_children_senior_youth,senior,1.43E-20,6.58E-13
797617,36211297,citalopram,fall,adult_children_senior_youth,senior,1.50E-20,6.87E-13
19087090,36918984,amantadine,hallucination,adult_children_senior_youth,senior,1.62E-20,7.42E-13
1114220,37219831,naloxone,interstitial lung disease,adult_children_senior_youth,senior,1.63E-20,7.49E-13
1550557,42890501,prednisolone,osteonecrosis of jaw,adult_children_senior,senior,1.82E-20,8.35E-13
718122,36416600,oxcarbazepine,hyponatraemia,adult_children_senior_youth,senior,2.08E-20,9.57E-13
1125315,36416600,acetaminophen,hyponatraemia,adult_children_senior_youth,senior,2.68E-20,1.23E-12
19044883,36416600,zopiclone,hyponatraemia,adult_senior,senior,2.97E-20,1.36E-12
1151789,37520652,etanercept,knee arthroplasty,adult_senior,senior,3.03E-20,1.39E-12
912263,35809361,certolizumab pegol,treatment failure,adult_senior_youth,senior,3.62E-20,1.66E-12
1151789,36617300,etanercept,neoplasm malignant,adult_children_senior,senior,3.62E-20,1.66E-12
1151789,35809146,etanercept,mobility decreased,adult_children_senior_youth,senior,3.91E-20,1.79E-12
1186087,36516909,abatacept,sciatica,adult_senior,senior,3.96E-20,1.82E-12
19014878,35809361,azathioprine,treatment failure,adult_children_senior_youth,senior,4.09E-20,1.88E-12
964339,36516909,sulfasalazine,sciatica,adult_senior,senior,4.26E-20,1.95E-12
40239330,36416698,telaprevir,hyperuricaemia,adult_children_senior_youth,senior,5.09E-20,2.33E-12
19026972,36312856,lenalidomide,full blood count decreased,adult_senior_youth,senior,5.09E-20,2.34E-12
40239330,37019321,telaprevir,renal impairment,adult_senior,senior,6.12E-20,2.81E-12
19010482,46276591,cyclosporine,wrong technique in product usage process,adult_children_senior_youth,senior,6.68E-20,3.07E-12
40239330,37019308,telaprevir,renal disorder,adult_children_senior,senior,7.12E-20,3.27E-12
1151789,36110918,etanercept,herpes zoster,adult_children_senior_youth,senior,9.31E-20,4.27E-12
19003999,36009833,mycophenolate mofetil,rheumatoid arthritis,adult_senior,senior,9.44E-20,4.33E-12
1305058,35809329,methotrexate,drug intolerance,adult_children_senior_youth,senior,1.10E-19,5.03E-12
19010482,35205025,cyclosporine,dizziness,adult_children_senior_youth,senior,1.25E-19,5.73E-12
745466,36416600,valproate,hyponatraemia,adult_children_senior_youth,senior,1.39E-19,6.37E-12
766814,36110597,quetiapine,pneumonia,adult_children_senior_youth,senior,1.58E-19,7.24E-12
40171288,35606985,tocilizumab,glaucoma,adult_senior,senior,1.58E-19,7.24E-12
1778162,36211491,cefuroxime,accidental overdose,adult_children_senior,senior,1.65E-19,7.56E-12
797399,36211297,gabapentin,fall,adult_children_senior_youth,senior,1.69E-19,7.76E-12
1518254,36110597,dexamethasone,pneumonia,adult_children_senior_youth,senior,1.79E-19,8.21E-12
715939,36416600,escitalopram,hyponatraemia,adult_children_senior_youth,senior,2.27E-19,1.04E-11
722424,36718005,interferon beta-1a,cerebrovascular accident,adult_senior_youth,senior,2.28E-19,1.05E-11
1000560,35809076,ondansetron,fatigue,adult_children_senior_youth,senior,2.28E-19,1.05E-11
1742253,35809310,levofloxacin,drug interaction,adult_children_senior_youth,senior,2.51E-19,1.15E-11
1112807,37219804,aspirin,chronic obstructive pulmonary disease,adult_children_senior,senior,2.58E-19,1.18E-11
1114220,36313176,naloxone,platelet count decreased,adult_children_senior_youth,senior,2.61E-19,1.20E-11
1502905,36718175,insulin glargine,memory impairment,adult_children_senior_youth,senior,2.78E-19,1.27E-11
1343916,35809148,epinephrine,multi-organ failure,adult_children_senior_youth,senior,3.14E-19,1.44E-11
1762711,35607430,ribavirin,retinopathy,adult_children_senior,senior,3.15E-19,1.44E-11
1395557,35104397,fludarabine,myelodysplastic syndrome,adult_children_senior_youth,senior,3.41E-19,1.56E-11
740275,36416600,carbamazepine,hyponatraemia,adult_children_senior_youth,senior,4.65E-19,2.13E-11
19078219,36211303,sufentanil,injury,adult_senior,senior,4.73E-19,2.17E-11
722031,35809310,paroxetine,drug interaction,adult_children_senior_youth,senior,5.88E-19,2.70E-11
1309944,35707864,amiodarone,gastrointestinal haemorrhage,adult_children_senior_youth,senior,6.12E-19,2.81E-11
1337068,35809166,ambrisentan,swelling,adult_children_senior_youth,senior,6.79E-19,3.12E-11
19010482,36516888,cyclosporine,rhabdomyolysis,adult_children_senior_youth,senior,7.19E-19,3.30E-11
755695,36416600,fluoxetine,hyponatraemia,adult_children_senior_youth,senior,8.58E-19,3.94E-11
1310317,36516851,cyclophosphamide,muscle twitching,adult_children_senior,senior,9.94E-19,4.56E-11
19111620,35104877,folic acid,febrile neutropenia,adult_children_senior_youth,senior,1.03E-18,4.73E-11
40241331,35305425,rivaroxaban,haemorrhagic arteriovenous malformation,adult_senior,senior,1.05E-18,4.82E-11
708298,37019321,midazolam,renal impairment,adult_children_senior_youth,senior,1.07E-18,4.93E-11
753626,35809243,propofol,pain,adult_children_senior_youth,senior,1.30E-18,5.96E-11
1502905,35406369,insulin glargine,hypoacusis,adult_senior_youth,senior,1.46E-18,6.72E-11
800878,36718323,clozapine,sopor,adult_children_senior_youth,senior,1.48E-18,6.82E-11
1151789,37522270,etanercept,surgery,adult_children_senior_youth,senior,1.49E-18,6.83E-11
912263,35707700,certolizumab pegol,diverticulitis,adult_senior,senior,1.62E-18,7.45E-11
1786055,35104351,deferasirox,acute myeloid leukaemia,adult_children_senior_youth,senior,1.78E-18,8.19E-11
766814,36718256,quetiapine,parkinson's disease,adult_senior,senior,1.79E-18,8.21E-11
1308290,36313476,vincristine,white blood cell count decreased,adult_children_senior_youth,senior,1.79E-18,8.22E-11
1347450,36009762,alteplase,angioedema,adult_children_senior,senior,2.07E-18,9.50E-11
19078219,36919046,sufentanil,emotional distress,adult_senior,senior,2.32E-18,1.07E-10
705944,36110642,methylphenidate,sepsis,adult_children_senior_youth,senior,2.37E-18,1.09E-10
735979,36416599,risperidone,hypernatraemia,adult_children_senior,senior,2.44E-18,1.12E-10
19012598,36918858,vecuronium,anxiety,adult_children_senior_youth,senior,3.40E-18,1.56E-10
1119119,36516972,adalimumab,musculoskeletal disorder,adult_senior_youth,senior,3.86E-18,1.77E-10
1167322,35204953,allopurinol,atrial fibrillation,adult_children_senior_youth,senior,4.17E-18,1.91E-10
800878,43053920,clozapine,accidental exposure to product,adult_children_senior_youth,senior,4.50E-18,2.07E-10
1703687,35809076,acyclovir,fatigue,adult_children_senior_youth,senior,4.58E-18,2.10E-10
735979,35205240,risperidone,cardiac failure,adult_children_senior_youth,senior,4.75E-18,2.18E-10
1115008,36211481,naproxen,medication error,adult_children_senior_youth,senior,5.01E-18,2.30E-10
19003999,36110817,mycophenolate mofetil,cerebral toxoplasmosis,adult_children_senior_youth,senior,5.11E-18,2.35E-10
705944,36416501,methylphenidate,respiratory failure,adult_children_senior_youth,senior,5.15E-18,2.37E-10
1777087,35606961,hydroxychloroquine,eye disorder,adult_children_senior_youth,senior,5.60E-18,2.57E-10
19078219,36918858,sufentanil,anxiety,adult_senior_youth,senior,6.61E-18,3.03E-10
1703687,36718500,acyclovir,neuropathy peripheral,adult_children_senior_youth,senior,6.62E-18,3.04E-10
964339,36516824,sulfasalazine,osteoarthritis,adult_children_senior,senior,7.53E-18,3.46E-10
740275,36718098,carbamazepine,trigeminal neuralgia,adult_senior_youth,senior,8.72E-18,4.00E-10
1550023,35607485,insulin lispro,visual impairment,adult_senior_youth,senior,9.49E-18,4.36E-10
766814,36110642,quetiapine,sepsis,adult_children_senior_youth,senior,1.11E-17,5.12E-10
1301025,35707864,enoxaparin,gastrointestinal haemorrhage,adult_children_senior_youth,senior,1.21E-17,5.57E-10
912263,35708042,certolizumab pegol,colitis microscopic,adult_senior,senior,1.40E-17,6.43E-10
40171288,35606961,tocilizumab,eye disorder,adult_children_senior_youth,senior,1.46E-17,6.71E-10
780442,35708164,varenicline,abdominal discomfort,adult_senior_youth,senior,1.59E-17,7.30E-10
1133201,36211297,buprenorphine,fall,adult_children_senior_youth,senior,2.09E-17,9.59E-10
40171288,36516909,tocilizumab,sciatica,adult_senior,senior,2.63E-17,1.21E-09
1149380,35909613,fluticasone,hepatitis,adult_senior_youth,senior,2.78E-17,1.28E-09
753626,35809170,propofol,unevaluable event,adult_children_senior_youth,senior,3.17E-17,1.46E-09
1114220,37019321,naloxone,renal impairment,adult_children_senior_youth,senior,3.46E-17,1.59E-09
